ð ə; the
h ˈ ɛ l; hell
ʃ ˈ ɛ ɹ ɪ f; sheriff
k ˈ ʌ s t ə m ə; customer
k ə n d ˈ ʌ k t ɪ ŋ; conducting
ˈ ɑː k ˌ aɪ v; archive
ˈ ɛ p ɪ k; epic
l ˈ ɛ dʒ ə n d ə ɹ i; legendary
d ˈ iː l z; deals
ˌ æ b ə ɹ ˈ ɪ dʒ ɪ n ə l; aboriginal
b ˈ əʊ l ɪ ŋ; bowling
v ə ɹ ˈ aɪ ə t i z; varieties
p ə t ˈ ɛ n ʃ ə l i; potentially
m ˈ ɒ n ɪ t ə ɹ ɪ ŋ; monitoring
s ˈ ʌ s ɪ k s; sussex
l ˈ æ b; lab
s p ˈ ɛ s ɪ m ə n z; specimens
g ˈ ʌ v ə n ə n s; governance
k ˈ ɒ n s t ɹ ʌ k t; construct
ʃ ˈ ɔː n; sean shaun shorn
k ˈ æ m ə ɹ ə n; cameron
m ˈ ɒ n s t ə; monster
t ˈ ɑː g ɪ t ɪ d; targeted
ˌ ɪ n d ɪə n ˈ æ p ə l ɪ s; indianapolis
t ə b ˈ æ k ˌ əʊ; tobacco
f l ˈ ɔː z; floors
g ˈ eɪ b ɹ ɪə l; gabriel
ɹ ˈ ɛ k ə g n ˌ aɪ z; recognise recognize
ˌ ɒ b z ə v ˈ eɪ ʃ ə n z; observations
ɹ ɪ s t ˈ ɔː; restore
ɪ n k ˈ aʊ n t ə; encounter
d ˌ ɪ s ə p ˈ ɪə d; disappeared
d ɪ t ˈ ɛ k t ɪ v; detective
ˌ ɪ n t ə ɹ ˈ æ k t ɪ v; interactive
ə k ˈ eɪ ʒ ə n ə l; occasional
ˈ ɪ n ə v ə t ɪ v; innovative
m ˈ ɜː k j ʊ ɹ i; mercury
ɪ n f ˈ ɛ k ʃ ə n; infection
p ɹ ə n ˈ aʊ n s t; pronounced
l ˈ ɛ s ə n z; lessons
w ˈ ɛ s t m ˌ ɪ n s t ə; westminster
t ɹ ˈ iː t; treat
ɹ ˈ eɪ n f ˌ ɔː l; rainfall
p ɹ ˈ ɛ g n ə n t; pregnant
d ɪ l ˈ ɪ v ə; deliver
ɪ m p ɹ ˈ ɛ s t; impressed
ˈ ɪ n l ˌ æ n d; inland
d ɪ v ˈ ɔː s t; divorced
w ˈ ɪ k ɪ t s; wickets
ə t ɹ ˈ æ k ʃ ə n; attraction
ˈ ɪ n t ə ɹ ɪ m; interim
p ə s j ˈ uː d; pursued
ʃ ˈ iː p; sheep
b ˈ ɛə ɹ ɪ ŋ; bearing
m ɪ l w ˈ ɔː k i; milwaukee
ɹ ˈ aɪ d ə; rider
v ˈ ɛ k t ə; vector
n ˈ əʊ t ɪ ŋ; noting
ʃ ˈ eɪ p t; shaped
h ˈ əʊ m t ˌ aʊ n; hometown
s ˈ aɪ k l ɪ ŋ; cycling
s p ˈ ɛ n s ə; spencer
ˈ ɛ k s p ˌ ɔː t; export
ˈ aɪ l; aisle isle
k ə l ˈ ɛ k t; collect
ə s ˈ əʊ ʃ ɪ ˌ eɪ t s; associates
ˈ ɛə ɹ ɪə l; aerial
b ˈ ɜː n z; burns
d ˈ ɔː n; dawn
s p ˈ æ n; span
k ə m p ˈ ɛ t ɪ t ə z; competitors
h ˈ əʊ p t; hoped
l ˈ æ ŋ k ə ʃ ˌ ɪə; lancashire
l ˈ iː dʒ ə n; legion
ˈ ɑː k; arc ark
k ˈ ɪ l z; kills
ˈ ɪ n s ɪ d ə n t s; incidents
k ˈ ɒ n f ɪ d ə n s; confidence
ˈ æ k t ɪ v ɪ s t s; activists
h ˈ ɔː n; horn
ɹ ˈ ɑː n tʃ; ranch
s k ˈ eɪ t ɪ ŋ; skating
dʒ ə m ˈ eɪ k ə; jamaica
ˈ ɛ s t ɪ m ɪ t s; estimates
d ˈ eɪ m; dame
ə ɹ ˈ eɪ b ɪə; arabia
ɹ ɪ v j ˈ uː d; reviewed
ɹ ˈ ɛ f j uː dʒ; refuge
p ˈ æ n ə l z; panels
s ˌ ɛ m ɪ f ˈ aɪ n ə l; semi-final
m ˈ æ ɹ ɪ əʊ; mario
b ɹ ˈ ʌ n z w ɪ k; brunswick
d ˈ iː k ɹ ˌ iː s; decrease
m ˈ əʊ m ə n t s; moments
s t ɹ ˈ ɒ ŋ g ə; stronger
l ˈ ɔː ɹ ə; laura
l ˈ ɪ f t; lift
p ˈ eɪ t ɹ ə n; patron
d ˈ ɑː n s ə; dancer
s ə l ˈ ɛ b ɹ ɪ t i; celebrity
p ˈ ɜː m ˌ ɪ t; permit
s ˈ ɜː v ə; server
p l ˈ æ t ɪ n ə m; platinum
g ˈ æ ð ə ɹ ɪ ŋ; gathering
ˈ æ t ɪ t j ˌ uː d; attitude
n j ˈ uː p ˌ ɔː t; newport
p ɹ ˈ ɒ m ɪ s; promise
h ˈ aɪ w ˌ eɪ z; highways
t ˈ ɒ d; todd
ˈ ɛ n t ɪ t i; entity
s t ɹ ˈ əʊ k; stroke
ˌ ɔː t ə m ˈ æ t ɪ k l i; automatically
ˈ æ ŋ k ə; anchor
f ˈ uː d z; foods
f ɪ n ˈ ɒ m ɪ n ə n; phenomenon
ˈ ɒ p t ɪ k ə l; optical
ˈ æ l g ə ɹ ˌ ɪ ð ə m; algorithm
p ˈ ɑː t ɪ k ə l z; particles
d ˈ ʌ ɹ ə m; durham
s ə dʒ ˈ ɛ s t ɪ ŋ; suggesting
d ˈ aɪ z; dies
tʃ ˈ ɛ s t ə; chester
ɹ ˈ æ m; ram
k ə n f ˌ ɪ g j ʊ ɹ ˈ eɪ ʃ ə n; configuration
ɛ n ˈ eɪ b ə l; enable
ɹ ˈ æ ŋ k ɪ ŋ z; rankings
ɹ ɪ v ˈ iː l; reveal
ɪ k s p l ˈ əʊ ʒ ə n; explosion
d ˈ ɪ s ɪ p l ɪ n; discipline
l ˈ aɪ ɪ ŋ; lying
t ˈ ɛ s t ə m ə n t; testament
k ˈ ɒ ŋ g əʊ; congo
d ˈ ɪ n ə; dinner
b ˈ əʊ n z; bones
s t ɹ ˈ iː k; streak
s l ˈ eɪ v ə ɹ i; slavery
k ˈ ɒ n s ɪ k w ə n s; consequence
k ˈ ɪ k; kick
f ˈ ɜː m z; firms
b ˈ æ k t; backed
ə k ˈ ɒ m p l ɪ ʃ t; accomplished
t ɹ ˈ ɛ n d; trend
w ˈ ɒ tʃ ɪ ŋ; watching
d j ʊ ɹ ˈ eɪ ʃ ə n; duration
p ˈ ʌ b l ɪ ʃ ə z; publishers
p ˈ aʊ n d z; pounds
ˈ ɑː tʃ; arch
k ˈ ɒ m p aʊ n d z; compounds
ˈ ɛə ɹ ə n; aaron
k ˈ ɑː s t ɪ ŋ; casting
d ɪ p ˈ ɒ z ɪ t s; deposits
p ɹ ɪ v ˈ ɛ n ʃ ə n; prevention
d ɪ l ˈ eɪ; delay
p ɪ t ˈ ɪ ʃ ə n; petition
b ˈ ɒ z n ɪə; bosnia
h ˈ əʊ p s; hopes
ˈ iː z iː ə; easier
f ˈ iː l z; feels
k ˈ ɒ m p æ k t; compact
s ˈ ɛ n ə t ə z; senators
ˈ ɒ n w ə d z; onwards
ə d ˈ ɒ p ʃ ə n; adoption
d ɹ ˈ ɔː ɪ ŋ z; drawings
tʃ ˈ eɪ m b ə z; chambers
p ɹ ə p ˈ əʊ z ə l z; proposals
ʌ n f ˈ ɔː tʃ ə n ɪ t l i; unfortunately
g ɹ ˈ əʊ s; gross
d ɪ v ˈ ɛ l ə p ə z; developers
g ɹ ˈ æ n d i; grande
v ˈ æ l ɪ d; valid
w ɪ ð d ɹ ˈ ɔː n; withdrawn
ɪ n v ˌ ɛ s t ɪ g ˈ eɪ ʃ ə n z; investigations
v ˈ ɛə ɹ i ɪ ŋ; varying
s t ɹ ˈ ɛ tʃ; stretch
k ˈ ɒ n s ɪ k w ə n s ɪ z; consequences
m ˌ æ n j ʊ f ˈ æ k tʃ ə; manufacture
ɛ n d ˈ eɪ n dʒ ə d; endangered
s ˈ æ ŋ k tʃ ʊə ɹ i; sanctuary
l ˈ ʌ v d; loved
n ˈ iː; knee
ˈ iː k w ə l i; equally
h ˈ ɪ t l ə; hitler
s ˈ ɒ k s; socks sox
s ə p ˈ ɔː t ə; supporter
dʒ ˈ ʌ s t ɪ n; justin
g ˈ ʌ v ə n d; governed
dʒ ˈ ɛ n ə ɹ ˌ eɪ t; generate
k ˈ eɪ t; kate
d ɪ f ˈ aɪ n; define
k ˈ æ n ə n; cannon canon
t w ˈ ɛ n t i ɪ θ; twentieth
s m ˈ ɑː t; smart
s ˈ ɪ m b ə l z; symbols
ˈ ɜː n ɪ s t; ernest
d ɪ k ɹ ˈ iː; decree
g ˈ ɑː n ə; garner ghana
n ˈ æ n s i; nancy
z ˈ əʊ n z; zones
ɛ n ɹ ˈ əʊ l m ə n t; enrollment
k ˈ ʌ ɹ ə n s i; currency
ə k n ˈ ɒ l ɪ dʒ d; acknowledged
t ˈ ɒ p ɪ k; topic
t ˈ ʊə ɹ ɪ s t s; tourists
g ɹ ˈ eɪ n; grain
m ˈ ɪ n ə ɹ ə l; mineral
ˈ ɪ n s ˌ ɛ k t s; insects
p ɹ ˈ ɒ f ɪ t; profit prophet
ˈ aɪ z ə k; isaac
b ˈ ɛ n ɪ t; bennett
s k ˈ ɪ l; skill
v ˈ aɪ t ə l; vital
f ˈ iː z; fees
k ə n f j ˈ uː ʒ ə n; confusion
m ˈ ɑː b ə l; marble
f ˈ əʊ t ˌ əʊ z; photos
ˈ ɪ n t ɪ g ɹ ə l; integral
p ˈ iː t; peat pete
k ˈ əʊ d z; codes
s ˈ ɛ t ə l; settle
h ˈ ʌ b; hub
ɹ əʊ t ˈ eɪ ʃ ə n; rotation
k ˈ aʊ n t s; counts
ɹ ˈ eɪ p; rape
p ˈ ɒ n d; pond
p ˈ eɪ ɪ ŋ; paying
s p ɹ ˈ ɪ n t; sprint
b ˈ ɔː d ɪ ŋ; boarding
ɪ v ˌ æ l j ʊ ˈ eɪ ʃ ə n; evaluation
f l ˈ ɔː ɹ ə; flora
m ˈ əʊ t ə z; motors
g ˈ ɪ l d; gild guild
t ɹ ˈ ɪ p s; trips
p ɹ ə f ˈ ɛ ʃ ə n; profession
k ɹ ˈ ɒ n ɪ k ə l; chronicle
s ˈ əʊ l l i; solely
ə ɹ ˈ eɪ; array
t ə ɹ ˈ eɪ n; terrain
ˈ ɑː s ə n ə l; arsenal
m ˈ ɒ n ɪ t ə; monitor
ɹ ˈ iː d ə; reader
d ɪ v ˈ ɛ l ə p ə; developer
p ɹ ˈ eɪ; pray prey
ˈ eɪ l ɪə n; alien
l ˈ iː s ə; lisa
ə s ˈ ɛ m b ə l d; assembled
p ˈ ʊ ʃ; push
ɪ n v ˈ ɒ l v; involve
d ˈ ʌ z ə n; dozen
l ˈ eɪ ə z; layers
t ɔː p ˈ iː d əʊ; torpedo
ɛ n dʒ ˈ ɔɪ; enjoy
ɪ n v ˈ aɪ ɹ ə n m ə n t s; environments
p ɹ ˈ ɒ p ə l i; properly
ɪ m p ɹ ˈ ɪ z ə n m ə n t; imprisonment
dʒ ˈ ɑː v ə; java
b ˈ əʊ; beau bow
b ɹ ˈ iː d; breed
t ˈ æ m p ə; tampa
t ˈ eɪ s t; taste
ɹ ˈ ɪ ŋ z; rings
w ˈ ɪ l ɪ ŋ; willing
k ˈ ɪ s; kiss
b ˈ əʊ l d; bold
ɪ n t ˈ ɛ n t; intent
f ˈ ɛ d; fed
h ˈ əʊ s t ɪ ŋ; hosting
h ˈ aɪ d ɹ ə dʒ ə n; hydrogen
k w ˈ ɔː t ə z; quarters
v ˌ ɛ dʒ ɪ t ˈ eɪ ʃ ə n; vegetation
k l ˈ aɪ ə n t; client
s t ɹ ˈ ɪ k t; strict
s t ɹ ˈ aɪ k ɪ ŋ; striking
k ˈ əʊ p ə n h ˌ eɪ g ə n; copenhagen
ɪ n t ˈ ɜː p ɹ ɪ t ɪ d; interpreted
ˌ ɔː t ə m ə b ˈ iː l; automobile
s ˈ aɪ p ɹ ə s; cyprus
k ə m p j ˈ uː t ɪ ŋ; computing
ʃ ˈ əʊ l d ə; shoulder
d ˈ əʊ m; dome
d ˈ ɪə; dear deer
v aɪ ə l ˈ ɪ n; violin
f ɹ ˈ ɔː d; fraud
p ˈ əʊ ɪ t s; poets
ɪ k w ˈ ɒ l ɪ t i; equality
k ə n s ˈ ɛ n t; consent
t ˈ ɛ l ɪ g ɹ ˌ ɑː f; telegraph
b ˈ æ t; bat
s ˈ ɪ t; sit
ˈ əʊ ə n; owen
d ˈ ɪ s t ə n t; distant
v ˈ aɪ n ə l; vinyl
s ˈ ɜː t ə n l i; certainly
d ˈ aʊ n l ˌ əʊ d; download
k ˈ ɒ p iː ɹ ˌ aɪ t; copyright
p ɹ ˈ ɒ m p t ɪ d; prompted
ə k ˈ ʌ ɹ ɪ ŋ; occurring
f ˌ ɪ l ə s ˈ ɒ f ɪ k ə l; philosophical
s ˌ uː p ə ɹ ɪ n t ˈ ɛ n d ə n t; superintendent
z ˈ uː; zoo
n j ˈ uː t ɹ ə l; neutral
b ɹ ˈ ʊ k; brook
s ˈ iː k w ə n s ɪ z; sequences
l ˈ aɪ f s t ˌ aɪ l; lifestyle
p l ˈ æ t əʊ; plateau
k ˌ eɪ p ə b ˈ ɪ l ɪ t i z; capabilities
m ˈ ɪ l j ə n z; millions
p l ˈ eɪ s t ˌ eɪ ʃ ə n; playstation
s æ s k ˈ æ tʃ ɪ w ə n; saskatchewan
n ˈ æ tʃ ɹ ə l i; naturally
d aɪ m ˈ ɛ n ʃ ə n z; dimensions
b ˈ æ ŋ k ɹ ʌ p t s i; bankruptcy
p ɹ ˌ ɒ b ə b ˈ ɪ l ɪ t i; probability
ə d m ˈ ɪ ʃ ə n; admission
p ˈ ɔː t ɹ ɪ t s; portraits
d ˈ ɛ l ɪ g ɪ t s; delegates
ə t ˈ ɒ m ɪ k; atomic
k ˈ ɒ n s t ə n t l i; constantly
p ə s j ˈ uː t; pursuit
ə k ˈ aʊ n t ɪ ŋ; accounting
h ˈ ɛ l θ i; healthy
p ɹ ɪ p ˈ ɛə ɹ ɪ ŋ; preparing
s ˈ ɪ t s; sits
ˈ ɛə ɹ ɪ ŋ; airing
p ɹ ˈ ɪ n s t ə n; princeton
m ˈ ɛ ʒ ə ɹ ɪ ŋ; measuring
θ ˈ ɜː m ə l; thermal
f ˈ ɔː t i; forty
ɪ g z ˈ ɪ b ɪ t s; exhibits
ə k w ˈ aɪ ə; acquire
ə l ˈ aɪ n; align
k ə l ˈ ɛ k t ɪ ŋ; collecting
s p ˈ ɛ s ɪ f ˌ aɪ d; specified
ɹ ˌ ɛ k ɹ ɪ ˈ eɪ ʃ ə n ə l; recreational
n aɪ n t ˈ iː n θ; nineteenth
