ð ə; the
p ˈ eɪ n t; paint
m ˈ ɪ ʃ ə n ˌ ɛ ɹ i; missionary
p ˈ oʊ s t s; post's posts
w ˈ eɪ k; wake
s ˈ ɪ ŋ ɝ z; singer's singers
f ˈ ɔ ɹ t ɹ ə s; fortress
m ˈ ɪ s t ɝ i; mystery
g ˈ ɪ ɹ; gear geer gere
l ˈ ɪ k w ə d; liquid
ˈ ɪ n t ɹ ə s t ɪ ŋ; interesting
ɹ i t ɹ ˈ i t; retreat
s ɝ t ˈ ɪ f ɪ k ə t; certificate
s ɝ p ɹ ˈ aɪ z; surprise
dʒ ˈ ɑ n z; jahns john's johns jon's
p ɹ ɪ l ˈ ɪ m ə n ˌ ɛ ɹ i; preliminary
g ˈ eɪ dʒ; gage gaige gauge
f ˈ i l ɪ ŋ z; feelings
n ˈ ɪ ɹ ə s t; nearest
p ˈ ɔ ɹ ʃ ə n z; portions
ˈ ɛ d w ɝ d z; edward's edwards edwards'
p ˈ eɪ m ə n t; payment
g ɹ ˈ æ s; gras grass grasse
j ˈ u n ə t i; unity
b l ˈ aɪ n d; blind
g ˈ ʌ v ɝ n ɪ ŋ; governing
l ˈ ɛ b ə n ə n; lebanon
d ɪ t ˈ eɪ l; detail
n ˈ ɛ f j u; nephew
ˈ ɪ n d ə k ˌ eɪ t ɪ ŋ; indicating
s ˈ eɪ l ɪ ŋ; sailing saling
s ɝ ˈ ɛ n d ɝ; surrender
s k ˈ i; ski
f ˈ aɪ l z; files
ɹ ˈ ɑ n; rohn ron ronne
n ˈ eɪ ʃ ə n w ˈ aɪ d; nationwide
ˌ ɪ n t ɝ tʃ ˈ eɪ n dʒ; interchange
d ˈ eɪ n dʒ ɝ; danger
m ˈ æ ŋ g ə; manga
b ˈ ʌ t l ɝ; butler buttler
n ˌ ɑ n p ɹ ˈ ɔ f ɪ t; non-profit
l ˈ oʊ d; load lode
p l ˈ ɑ z ə; plaza
ˈ ɛ k s p ɝ t s; expert's experts experts'
d ˈ ɑ k j ə m ˌ ɛ n t ə d; documented
d ɹ ˈ oʊ v; drove
ɛ n g ˈ eɪ dʒ m ə n t; engagement
ˈ æ g ɹ ə g ə t; aggregate
ʃ ˈ æ ŋ h ˈ aɪ; shanghai
l ˈ eɪ ˌ aʊ t; layout
w ˈ eɪ v z; waives waves
ə b ˈ ɪ l ə t ˌ i z; abilities
ɪ k s t ˈ ɛ n d ɪ ŋ; extending
p ˈ ɔ ɹ t s; port's ports portz
ˈ æ k s ə s; axis
ʃ ˈ æ d ˌ oʊ; shadow
ˌ ɔ l s t ˈ ɑ ɹ; all-star
ˈ æ s k ɪ ŋ; asking
g ɹ ˈ æ n d s ˌ ʌ n; grandson
s k ˈ aʊ t; scout
p ɹ ɛ s t ˈ ɪ dʒ ə s; prestigious
s m ˈ u ð; smooth
d ˈ i s ə l; diesel
f ˈ ʌ ŋ k ʃ ə n ə l; functional
ˈ ɪ n t ɝ f ˌ eɪ s; interface
m ˈ ɛ θ ə d ə s t; methodist
s ˈ u z ə n; susan
ˈ ɪ n; in. inn
ɹ ɪ t ˈ aɪ ɹ ɪ ŋ; retiring
m eɪ n t ˈ eɪ n ɪ ŋ; maintaining
ˈ ɛ m b ə s i; embassy
n ˈ oʊ t ə s; notice
θ i ˈ æ t ɹ ɪ k ə l; theatrical
g ˈ æ ɹ ɪ s ə n; garrison
k ə n f j ˈ u z d; confused
ʃ ˈ u t; chute shoot shute
f ˈ æ s t ɝ; faster
s l ˈ i p; sleep
m ˈ æ n j u ə l; manual
b ˈ ɪ z ə n t ˌ aɪ n; byzantine
p ˌ ɑ l ə t ˈ ɪ ʃ ə n z; politician's politicians politicians'
ɹ ˌ eɪ d i ˈ eɪ ʃ ə n; radiation
ˌ ɑ b z ɝ v ˈ eɪ ʃ ə n; observation
l ˈ i oʊ; leo
h ˈ ɑ p; hop hopp hoppe
dʒ ˌ ɛ n ɝ ˈ eɪ ʃ ə n z; generation's generations
m ˈ æ d ə s ə n; madison
ɹ ˈ i d ɝ z; reader's readers readers' reeders reiders reiders' rieders rieders'
l ˈ ɔ ɹ d z; lord's lords lourdes
ɹ ˈ ʌ ʃ; rusch rusche rush
d ɪ v ˈ ɝ s ɪ t i; diversity
n ˈ eɪ m ɪ ŋ; naming
n ˈ æ ʃ ə n ə l ə s t; nationalist
l ˈ aɪ b ɹ ɛ ɹ ˌ i z; libraries library's
ˈ ɛ s ˈ ɛ s; ss
tʃ ˈ æ l ə n dʒ d; challenged
s ˈ ɪ ɹ i ə n; syrian
k ˈ ʌ s t ə m; custom
m ˈ ɑ d ɝ ə t; moderate
b ˈ ɝ k l i; berkeley berklee berkley burkley
t ˈ u b; tube
ˈ ɛ k s ə l ə n s; excellence
ˈ æ k t ɪ v l i; actively
ɪ p ˈ ɪ s k ə p ə l; episcopal
k ɹ ˈ ɑ p s; crop's crops
t ˈ i ɹ; teare tier
p ɝ s ˈ i v d; perceived
w ˈ ɝ k ɝ; worker
ɹ ˈ i l ˌ eɪ; relay
b ˈ ʊ l; bull
f ˈ ɔ ɹ t ˈ i n; fourteen
v ˈ ɪ k t ɝ i z; victories
ˈ ɛ d i; eadie eddie eddy edie edye
k ə l ˈ i dʒ ɪ t; collegiate
v ˈ ɪ k t ə m; victim
ˈ ɛ ɹ l ˌ aɪ n; airline
ə p ˈ i l z; appeals
p ɹ ˌ ɛ z ə n t ˈ eɪ ʃ ə n; presentation
d ˈ ɑ k t ɝ z; doctor's doctors doctors'
s ˈ ʌ d ə n l i; suddenly
s t ˈ eɪ t m ə n t s; statement's statements
ʃ ˈ ɔ ɹ t ɝ; shorter
ˈ eɪ d z; ades aid's aide's aides aides' aids
ɹ ˈ ɪ k; ric rick ricke
m ɑ n t ˈ æ n ə; montana
w ˈ ɔ ɹ m; warm
b ˈ ɛ ɹ i ə l; burial
b ˈ ɑ ɹ z; baars bar's barr's barres barrs bars barz
k ˈ ɪ tʃ ə n; kitchen
f ˈ aɪ ɹ ɪ ŋ; firing
ˈ æ l t ə t ˌ u d; altitude
ˈ ɑ k s ə dʒ ə n; oxygen
b ˈ ɑ s; bos boss bosse
m j ˈ u tʃ u ə l; mutual
k w ˈ ɪ k; cwik kwik quick quik
dʒ ˈ ɝ n ə l ə s t s; journalists
s ə s t ˈ eɪ n d; sustained
ɹ ɪ v ˈ ɝ s; reverse
b ˈ æ tʃ ə l ɝ z; bachelor's
k ˈ æ tʃ; catch kach tkach
m ɑ n w ˈ ɛ l; manuel
ˈ ɛ m p t i; empty
f ˈ ɔ ɹ tʃ ə n; fortune
k ɹ aɪ t ˈ ɪ ɹ i ə; criteria
s ˈ ɛ g m ə n t s; segment's segments
ˌ oʊ b ˈ ɑ m ə; obama
ˈ æ l f ə; alfa alpha
s ˈ ɔ ɹ d; soard soared sword
b ˈ ɝ n ɪ ŋ; berning burning
d ɪ s k ə n t ˈ ɪ n j u d; discontinued
ˌ ɪ m p ɹ ˈ ɪ z ə n d; imprisoned
n ˈ ʌ m b ɝ d; numbered
ɪ m ˈ ɝ dʒ ɪ ŋ; emerging
m ˈ ɝ f i; murphey murphy
f ˈ oʊ k ə s ɪ ŋ; focusing
d ˌ ɛ s t ə n ˈ eɪ ʃ ə n; destination
d ɪ s k ˈ ʌ s; discuss
æ d v ˈ aɪ z ɝ; adviser advisor
h ˈ ɪ ɹ oʊ z; hero's heroes heros
ə k ˈ ɑ m ə d ˌ eɪ t; accommodate
t ˈ eɪ l z; tails tales
ˈ ɛ n z ˌ aɪ m; enzyme
g ɹ ˈ æ f ɪ k s; graphics graphics'
ɝ ˈ aɪ v z; arrives
s ˈ æ m p ə l z; sample's samples
g ˈ eɪ n ɪ ŋ; gaining
p ˈ æ k ə dʒ; package
s ˈ ɪ g n ə tʃ ɝ; signature
l oʊ k ˈ æ l ə t i; locality
k ˌ ɛ ɹ ˈ ɑ l ə; kerala
t ˈ ʌ tʃ d ˌ aʊ n z; touchdowns
f j ˈ u ɝ; feuer fewer
ˈ ɑ ɹ t w ˌ ɝ k; artwork
ɹ oʊ m ˈ æ n s; romance
p ɹ i p ˈ ɛ ɹ; prepare
k w ˈ ɑ n t ə m; quantum
ɹ ɪ f l ˈ ɛ k t ɪ d; reflected
t ˈ eɪ p; tape
ɹ ˈ aɪ d ɝ z; rider's riders ryder's
ˌ ɪ n t ˈ ɛ n s; intense
ˈ æ k j ɝ ə t; accurate
b ˈ i t ə n; beaten beaton beeton
f ˈ eɪ t; fait fate feight fete
ɪ k s t ˈ ɛ n d z; extends
t ˈ u m; tomb
j ˌ u g oʊ s l ˈ ɑ v i ə; yugoslavia
k ˈ ɑ n f ɝ ə n s ə z; conferences
s ˌ ɪ tʃ u ˈ eɪ ʃ ə n z; situation's situations
k ə n s ˈ ɪ d ɝ ɪ ŋ; considering
k l ˈ aɪ ə n t s; client's clients clients'
k l ˈ aʊ d; cloud
ˈ ɔ ɹ ə l; aural oral orel
m aɪ g ɹ ˈ eɪ ʃ ə n; migration
t ˈ aɪ g ɝ; tiger tyger
g ˈ ɪ l b ɝ t; gilbert gilberte guilbert
w ˈ ɛ l ɪ ŋ t ə n; wellington
f ˈ oʊ t ˌ oʊ; photo
k ˈ ɑ l i g z; colleague's colleagues colleagues'
ɹ ə g ˈ ɑ ɹ d l ə s; regardless
d ɪ s p l ˈ eɪ z; displays
t ˈ ɑ m i; tommie tommy
n ˈ æ ʃ v ɪ l; nashville
b ɪ l ˈ ɔ ŋ; belong
p ɹ ə v ˈ ɪ ʒ ə n z; provisions
ɝ ˈ aɪ v; arrive
g ɹ ˈ ɛ g ɝ i; gregorie gregory grigory
ɹ ɪ f ˈ ɔ ɹ m d; reformed
s ɝ v ˈ aɪ v ə l; survival
ˈ ɑ ɹ g j u z; argues
k ə n t ɹ ˈ ɪ b j u t; contribute
ɹ ˈ aɪ v ə l z; rival's rivals rivals'
j ˈ u n j ə n z; union's unions unions'
s t ɹ ˈ eɪ n dʒ; strange
l ˈ aɪ ə n; lion lyon
ɹ ɪ l ˈ eɪ t ɪ ŋ; relating
s ˈ oʊ p; soap sope
d ˈ ɑ k t ɝ ə t; doctorate
t ɹ ˈ ʌ m p; trump
s t ˈ æ n f ɝ d; stanford
s p ˈ ɛ k t ɹ ə m; spectrum
p ɹ ˈ u f; proof
v ˌ ɛ n ɪ z w ˈ eɪ l ə; venezuela
v ɝ m ˈ ɑ n t; vermont
s ˈ ɪ n d ɹ ˌ oʊ m; syndrome
l ˈ u k; leuck louque luc luecke luick luke luque
p ɹ ɪ v ˈ ɛ n t ɪ d; prevented
s ˈ ɪ t ɪ z ə n ʃ ˌ ɪ p; citizenship
p ɹ ˈ ɪ z ə n ɝ; prisoner
p ˈ ɪ t; pit pitt
ˈ æ b u; abu
ɹ i v ˈ ɛ n dʒ; revenge
p ɹ ˈ ɑ m ə s t; promised
m ˈ ɛ ɹ ə θ ˌ ɑ n; marathon
h j ˈ u z; hewes hews hues hughes hughes' huse
p ˈ ɪ tʃ ɝ; picher pitcher
d ɪ v ˈ aɪ n; divine
ˌ ɪ ɹ ˈ æ k i; iraqi
d ˈ ɑ k t ɹ ə n; doctrine
s p ˈ ɛ l; spell
s ˈ ɛ n d ɪ ŋ; sending
p ˈ ɑ; pa
tʃ ˈ æ p t ɝ z; chapters
k ˈ ɑ m ə n t ˌ ɛ ɹ i; commentary
s ˌ ɛ p ɝ ˈ eɪ ʃ ə n; separation
ɪ f ˈ ɪ ʃ ə n t; efficient
ˌ ɪ n d ɪ p ˈ ɛ n d ə n t l i; independently
l ˈ ɛ s ɝ; leser lesser lessor loesser
ɹ ˈ ɑ b; raab raabe rob robb robbe
f ə t ˈ ɑ g ɹ ə f ɝ; photographer
m ˈ ɪ ɹ l i; merely myrlie
m ˈ ɑ ɹ z; marrs mars mars' marz
s ˈ ɝ k j ə l ˌ eɪ ʃ ə n; circulation
ˌ ʌ n d ɝ s t ˈ ʊ d; understood
f ˈ ɛ ɹ l i; fairley fairlie fairly
v ˈ aɪ ɹ ə s; virus
w ˈ ɝ k ʃ ˌ ɑ p; workshop
ˈ i t; eat
h ˌ oʊ z ˈ eɪ; jose
p l ˈ eɪ n z; plaines plains plane's planes planes'
ˌ ɪ n t ɝ v ˈ ɛ n ʃ ə n; intervention
ɹ ɪ m ˈ ɛ m b ɝ d; remembered
tʃ ˈ i f s; chief's chiefs chiefs'
ə d ɹ ˈ ɛ s t; addressed
d ˈ i l ɪ ŋ; dealing
t ˈ ɔ k ɪ ŋ; talking
k ə n d ˈ ʌ k t ɝ; conductor
ˌ ʌ n d ɝ w ˈ ɛ n t; underwent
b ˈ ɛ n tʃ; bench
s t ˈ ɔ ɹ d; stored
ˈ ɑ p ɝ ˌ eɪ t ɝ z; operator's operators
ə k ˈ u s t ɪ k; acoustic
f ˈ ɑ ɹ m ɝ; farmer
b ɪ l ˈ i f s; beliefs
m ˈ eɪ s ə n; mason
k ə m ˈ ɪ t i z; committee's committees committees'
v ˈ ɛ ɹ i ə n t s; variants
ɹ ˈ i ə l ˌ aɪ z d; realised realized
ɔ ɹ d ˈ eɪ n d; ordained
f ˈ ʊ t ɪ dʒ; footage
p ˈ æ l ə s t ˌ aɪ n; palestine
d ɪ s ˈ ɔ ɹ d ɝ; disorder
ˈ ɑ k l ə n d; auckland
aɪ d ˌ ɛ n t ə f ə k ˈ eɪ ʃ ə n; identification
s ˈ ɛ l t ɪ k; celtic
h ˈ æ n d ə d; handed
b ˈ æ k ɪ ŋ; backing
f ˈ aʊ n d ɝ z; founder's founders founders'
t ˈ ɛ d; ted
t ˈ i θ; teeth
d ɪ v ˈ ɔ ɹ s; divorce
ˈ ɔ ɹ b ə t; orbit
s ˈ i l; cele ciel seal seale seel
ɹ i s t ɹ ˈ ɪ k ʃ ə n z; restrictions
f ˈ ɔ ɹ s ɪ ŋ; forcing
m ˈ ɪ z; ms ms.
l ˈ aɪ t ɪ ŋ; lighting
g ɹ ˈ æ f ɪ k; graphic
ˌ æ l ə g ˈ eɪ ʃ ə n z; allegations
d ɪ p ˈ ɛ n d ə n t; dependent
m eɪ n t ˈ eɪ n z; maintains
h ˈ æ n d l ɪ ŋ; handling
k ə m ˈ ɪ t m ə n t; commitment
ɹ ˈ ʊ k i; rookie
s t ˈ eɪ ʃ ə n d; stationed
h ˈ ɑ n; haan hahn han hohn hon honn
ˈ ɪ n d i z; indies
h ˈ ɛ d k ˌ ɔ ɹ t ɝ d; headquartered
ə g ɹ ˈ i; agree
k ˈ æ n j ə n; canion canyon
ˈ eɪ n dʒ ə l z; angel's angels angels'
l ˈ ɛ k tʃ ɝ ɝ; lecturer
ɛ n g ˈ eɪ dʒ; engage
ˈ ɛ s ɪ k s; essex
p ɹ ˈ ɑ g; prague
g ˈ u g ə l; google gugel
ˈ æ ŋ g l ə k ə n; anglican
ɹ ˈ ɪ ð ə m; rhythm
m ˈ ɪ k s tʃ ɝ; mixture
k ɹ ˈ u z; crew's crewes crews cruise cruse cruz cruze kruse
d ˈ æ n i; dannie danny
ə l ˈ ɛ dʒ ə d l i; allegedly
ɹ i k w ˈ aɪ ɝ ɪ ŋ; requiring
h ˈ æ m l ə t; hamlet
k ˈ ɔ ɹ ə s; chorus
ˈ ɛ m t ˈ i v ˈ i; mtv
s ˈ ɪ ɹ i ə s l i; seriously
g ɹ ˈ æ m i; grammy
dʒ ˌ i ə g ɹ ˈ æ f ɪ k; geographic
b ˈ æ θ; bath
ɛ m p l ˈ ɔɪ i; employee
k ˈ ʌ t s; cuts cutts kutz
t ˈ ɪ s j ˌ u; tissue
dʒ ˈ ɛ t; jet jett jette
p ɹ ə s ˈ i dʒ ɝ z; procedures
p ɹ ˈ oʊ t ə t ˌ aɪ p; prototype
t ɹ ˈ aɪ b ə l; tribal
k ˈ u l; cool coole kool
l ˈ ɑ ɹ v i; larvae
h ˈ æ n d ə l; handel handle
ɹ ˌ ɛ f ɝ ˈ ɛ n d ə m; referendum
s ˈ æ n d i; sandi sandie sandy
b ɹ ˈ eɪ k s; brakes breaks
b ˈ i m; beahm beam beem
ɪ k s t ˈ ɪ ɹ i ɝ; exterior
k ˈ ɔ ɹ k; cork
p ˈ eɪ l; pail paille pale
ˌ ɛ k s p l ɝ ˈ eɪ ʃ ə n; exploration
dʒ ˈ ɝ n ə l z; journal's journals
k ˈ ɑ ɹ d ə n ə l z; cardinal's cardinals
ˌ ɪ l ˌ ɛ k t ɹ ˈ ɑ n ɪ k s; electronics electronics'
ʃ ˈ ʊ ɹ; schuur shure sure
f ɹ ˈ i s t ˌ aɪ l; freestyle
f ˈ ɑ l oʊ ɝ z; followers
p ə n dʒ ˈ ɑ b; punjab
d ɪ m ˈ æ n d ə d; demanded
ɹ i ˈ æ k ʃ ə n z; reactions
d ɪ s k ɹ ˌ ɪ m ə n ˈ eɪ ʃ ə n; discrimination
h ˈ ɛ v ə n; heaven
m ˈ æ s ə k ɝ; massacre
ə v ˈ ɛ n tʃ u ə l; eventual
ˈ aɪ v ə n; ivan iven
b ˈ ɪ ʃ ə p s; bishop's bishops
ˈ ɑ ɹ m i z; armey's armies army's
l ˈ ɛ k tʃ ɝ z; lectures
s ˈ oʊ n i; sony
v ˈ ɔɪ ə dʒ; voyage
θ ˌ i ə l ˈ ɑ dʒ ɪ k ə l; theological
h ˈ ɑ l ə n d; haaland holland
ˈ ɑ d i ə n s ə z; audience's audiences
ˈ i v; eave eve yves
m ˈ ɛ ɹ i z; marries mary's
t ˈ æ s k s; tasks
ʃ ˈ ɑ t s; schott's shots shotts
g ˈ eɪ m p l ˌ eɪ; gameplay
ɹ ˌ ɛ dʒ ɪ s t ɹ ˈ eɪ ʃ ə n; registration
s ə v ˈ ɪ ɹ l i; severely
k ə n s ˈ ʌ l t ə n t; consultant
ɝ ˈ eɪ n dʒ m ə n t s; arrangements
g ɹ ˈ ɛ g; greg gregg
f ˈ æ s t ə s t; fastest
d aɪ n ˈ æ m ɪ k; dynamic
p ɹ ˈ eɪ z; praise prays preys
l ˈ ɔ s ˌ u t; lawsuit
w ˈ i l z; wheels
ɹ ɪ p ˈ i t ɪ d l i; repeatedly
p ˈ ɝ m ə n ə n t l i; permanently
k ˈ ɑ ŋ k w ɛ s t; conquest
g ˈ aɪ d ə n s; guidance
v i ˌ ɛ t n ɑ m ˈ i s; vietnamese
ɹ ˈ eɪ m ə n d; raimond raymond raymund
n ˈ i l; kneale kneel neal neale neall neel neil neile neill niel
ɹ ˈ i d; reed reid ried riede wrede
s ɝ v ˈ aɪ v ɝ z; survivor's survivors
ˌ ɪ n d oʊ n ˈ i ʒ ə n; indonesian
b ɹ ˈ ɪ ŋ z; brings
k ə m p ˈ æ n j ə n; companion
ˈ eɪ b ɹ ə h ˌ æ m; abraham
d ˈ ʌ b d; dubbed
ɹ ɪ t ˈ eɪ n; retain
θ ɹ ˈ oʊ; throw
ˈ æ b s ə l ˌ u t; absolute
ˌ ɪ n s k ɹ ˈ ɪ p ʃ ə n; inscription
s ˈ ʌ b ɝ b z; suburb's suburbs
g ˈ ɑ d z; god's gods
p ˈ ɝ p ə l; purple
m ɔ ɹ ˈ oʊ v ɝ; moreover
v ˈ ɔɪ s t; voiced
ɹ ˈ oʊ z ə v ˌ ɛ l t; roosevelt
ˌ ɪ n v ˈ ɛ n t ə d; invented
p ɹ ˈ aɪ d; pride pried pryde
t ɹ ˌ ʌ s t ˈ i z; trustee's trustees trustees'
ˈ ɑ ɹ n ə l d; arnold
k ˈ ʌ l t; cult
f ˈ ɪ f t i; fiftee fifty
ɹ ɪ k w ˈ aɪ ɹ m ə n t; requirement
t ˈ ɛ m p ə l z; temple's temples
m ˈ æ n ɪ dʒ ɪ z; manages
h ˈ ɛ v i w ˌ eɪ t; heavyweight
ɹ ɪ n ˈ u d; renewed
k ˈ ɑ n s ə n t ɹ ˌ eɪ t ɪ d; concentrated
ˈ ɑ n ɝ d; honored honoured
k ɹ i ˈ eɪ t s; creates
v ˈ ɛ ɹ i d; varied
w ˈ ɪ t n ə s; witness witness'
ˌ ɛ n l ˈ ɪ s t ɪ d; enlisted
p ˈ ɝ s ə n ə l i; personally
f ɹ ə n t ˈ ɪ ɹ; frontier
b ɪ n ˈ i θ; beneath
ɛ n k ˈ ɝ ɪ dʒ; encourage
b ɹ ˈ æ n d z; brand's brandes brands brands'
ˌ ɪ m p ɹ ˈ u v ɪ ŋ; improving
s ə s t ˈ eɪ n ə b ə l; sustainable
t ˈ ɪ p; tip tipp
m ˈ ʌ ð ɝ z; mother's mothers
h ˈ ɛ d ɪ ŋ; heading hedding
h ˈ ɑ ɹ v i; harvey harvie
f ˈ aɪ n d ɪ ŋ z; findings
m ˈ ɪ ɹ ɝ; mirror
θ ɹ ˈ ɛ t s; threats
ɹ i l ˈ i s ɪ ŋ; releasing
n ˈ æ ʃ ə n ə l i; nationally
ɹ ˈ ʌ f; rough ruf ruff
s ˈ ɛ l ə b ɹ ˌ eɪ t; celebrate
ˈ oʊ n z; owns
p ɹ ˈ i s t s; priest's priests
w ˈ ɔ l ə s; wallace
f ˈ ɪ l ɪ p s; philipps philips' phillip's phillipps phillips phillips'
p ˈ æ n ə m ˌ ɑ; panama
n ˈ æ v ə g ˈ eɪ ʃ ə n; navigation
ə n ˈ aʊ n s m ə n t; announcement announcment
p ˈ i s ˈ i; pc
ˌ ɪ n v ˈ ɛ s t ɝ z; investor's investors investors'
s ˈ ʌ m ɝ s ˌ ɛ t; somerset
k ə m p ɹ ˈ aɪ z ɪ ŋ; comprising
d ɪ s k ˈ ʌ v ɝ z; discovers
ɛ n ˈ eɪ b ə l d; enabled
dʒ ˈ oʊ n; joan jone
s t ˈ oʊ l ə n; stolen
h ˈ ɛ l ɪ k ˌ ɑ p t ɝ; helicopter
s ˌ ɛ m i f ˈ aɪ n ə l z; semifinals
p ˈ eɪ s; pace
s ə v ˈ ɪ l j ə n z; civilians
ʃ ˈ ɑ k; schaack schoch schock shaak shock
s k ˈ æ n d ə l; scandal
d ɹ ˈ i m z; dreams
ˌ ɪ n v ˈ ɛ s t ə g ˌ eɪ t; investigate
d ˈ i p l i; deeply
ˌ ɪ n t ɝ ˈ æ k ʃ ə n z; interactions
ʃ ˈ ɪ f t ɪ d; shifted
s k ˈ oʊ ʃ ə; scotia
ʃ ˈ ɛ l t ɝ; shelter
k ə n f l ˈ ɪ k t s; conflicts
ˌ eɪ tʃ t ˌ i t ˌ i p ˈ i; http
ɹ ˈ ɛ b ə l; rebel
m ɑ n t g ˈ ʌ m ɹ i; montgomery
t ɹ æ n s f ˈ ɔ ɹ m d; transformed
m ˌ ʊ m b ˈ aɪ; mumbai
s t ə b ˈ ɪ l ɪ t i; stability
s ˈ i z d; seized
k ə l ˈ ʌ m b ə s; columbus columbus'
d ɹ ˈ ɪ ŋ k; drink
d ˈ aɪ ɪ ŋ; dyeing dying
θ ˌ i ɝ ˈ ɛ t ɪ k ə l; theoretical
p ɝ f ˈ ɔ ɹ m ɝ z; performers performers'
w ˈ ɛ t; wet whet
p ˈ æ ʃ ə n; paschen passion
n ˈ ɝ s ɪ ŋ; nursing
p ɹ ə v ˈ ɪ ʒ ə n; provision
dʒ ˈ i n z; gene's genes jean's jeanes jeans
h ˈ ɛ l θ k ˌ ɛ ɹ; healthcare
p ˈ æ t; pat patt
v ˈ ɔɪ s ə z; voices
p ˈ ʌ n ɪ ʃ m ə n t; punishment
v ˈ ɛ ɹ i z; varies
ˌ ɪ n h ˈ æ b ə t ə d; inhabited
ˈ oʊ k l ə n d; oakland
p ˌ æ l ɪ s t ˈ ɪ n i ə n; palestinian
p ˈ aɪ ɹ ə t s; pirate's pirates
p l ˈ eɪ t s; plaits plates
θ ˈ i s ə s; thesis
w ˈ ɝ k ʃ ˌ ɑ p s; workshops
ɪ k s p ˈ æ n d ɪ ŋ; expanding
ˈ ʌ p k ˌ ʌ m ɪ ŋ; upcoming
w ˈ ɑ t s ə n; watson
ˈ ɔ θ ɝ ˌ aɪ z d; authorized
h oʊ t ˈ ɛ l z; hotel's hotels hotels'
m j u z ˈ i ə m z; museum's museums
h ˈ aɪ b ɹ ə d; hybrid
ˈ ɑ t ˌ oʊ; otto
v ˈ ɝ tʃ u ə l i; virtually
k l ˈ ɝ k; clerc clercq clerk klerk
g ˈ oʊ l k ˌ i p ɝ; goalkeeper
m ˈ ɛ ɹ ə t; merit
p ɹ ˈ oʊ t ə k ˌ ɑ l; protocol
g ɹ ˈ ɪ d; grid
l j ˈ u; liu
s ˈ ɝ k j ə l ɝ; circular
ə d m ˈ ɪ n ə s t ɹ ˌ eɪ t ɝ; administrator
d ˈ aɪ ə l ˌ ɛ k t; dialect
s t ˈ ɑ k h ˌ oʊ l m; stockholm
ˈ ɔ l t ɝ d; altered
ˌ ɪ m p ɹ ˈ ɛ s ɪ v; impressive
k l ˈ oʊ s ə s t; closest
s ə b ˈ ɝ b ə n; suburban
m ˈ ɛ s ə dʒ ə z; messages
dʒ ˌ i ə g ɹ ˈ æ f ɪ k ə l; geographical
ɹ ə s ˈ i v ɝ; receiver
ɪ n k ˈ aʊ n t ɝ d; encountered
f ə m ˈ ɪ l j ɝ; familiar
b ˈ aɪ n d ɪ ŋ; binding
l ˈ ɑ dʒ ɪ k; logic
s ə s p ˈ ɛ k t ɪ d; suspected
f l ˈ æ ʃ; flasch flash
b w ˈ eɪ n oʊ s; buenos
h ˈ oʊ l d ɪ ŋ z; holding's holdings holdings'
ˈ ɔ s k ɝ; oscar oskar
k ˈ ɑ n v ˌ ɔɪ; convoy
k ˌ ɑ m p ə n s ˈ eɪ ʃ ə n; compensation
t ɹ ˌ æ n s f ɝ m ˈ eɪ ʃ ə n; transformation
p ˈ ɝ θ; perth
w ˈ aɪ ɝ; why're wire wyer
k ˈ ɪ l ɝ; killer
h ˈ æ m b ɝ g; hamberg hamburg
w ˈ ɪ d θ; width
m ˈ ʌ s ə l; muscle mussel mussell
m ˈ ɑ ɹ v ə l; marvel
ɹ ˈ u ə n z; ruins
d ɪ s k ˈ ʌ v ɝ; discover
s ˌ i ˈ i; ce
p i ˈ æ n ə s t; pianist
n ˈ oʊ z; knows no's noes nose
ˈ ɪ n tʃ ə z; inches inches'
θ ˈ ɪ ɹ ə m; theorem
l ˈ ɛ n ɝ d; lenard lenhard lennard leonard
s ˈ ɛ l f; self selph
s t ɹ ˈ i m z; streams
k w ˈ oʊ t ɪ d; quoted
k ə n dʒ ˈ ʌ ŋ k ʃ ə n; conjunction
p ɹ ˈ aɪ v ə t l i; privately
f ˈ ɝ n ɪ tʃ ɝ; furniture
f l ˈ u ə d; fluid
ɹ ˈ ɛ l ə t ɪ v z; relative's relatives
h ˈ ɛ l; hehl hell helle
ʃ ˈ ɛ ɹ ə f; sheriff
k ˈ ʌ s t ə m ɝ; customer
k ə n d ˈ ʌ k t ɪ ŋ; conducting
ˈ ɑ ɹ k ˌ aɪ v; archive
ˈ ɛ p ɪ k; epic
l ˈ ɛ dʒ ə n d ˌ ɛ ɹ i; legendary
d ˈ i l z; deal's deals
ˌ æ b ɝ ˈ ɪ dʒ ə n ə l; aboriginal
b ˈ oʊ l ɪ ŋ; bohling boling bolling bowling
ˈ ɛ ɹ i z; aires aries
v ɝ ˈ aɪ ə t i z; varieties
p ə t ˈ ɛ n ʃ ə l i; potentially
m ˈ ɑ n ə t ɝ ɪ ŋ; monitoring
s ˈ ʌ s ɪ k s; sussex
l ˈ æ b; lab labbe
s p ˈ ɛ s ə m ə n z; specimens
g ˈ ʌ v ɝ n ə n s; governance
k ə n s t ɹ ˈ ʌ k t; construct
ʃ ˈ ɔ n; sean shaun shawn
k ˈ æ m ɝ ə n; cameron
m ˈ ɑ n s t ɝ; monster
t ˈ ɑ ɹ g ə t ɪ d; targeted
ˌ ɪ n d i ə n ˈ æ p ə l ɪ s; indianapolis
