ð ə; the
m ˌ ɪ s ʌ n d ə s t ˈ ʊ d; misunderstood
k ə n f j ˈ uː z; confuse
l ˈ aʊ d ə; louder
f ˈ ɪ f t i z; fifties
h ˈ ɑː l əʊ; harlow
m ɪ d l ˈ əʊ ð ɪə n; midlothian
ɹ ɪ d ˈ ʌ n d ə n s i; redundancy
l ˈ aɪ ə; liar
ə w ˈ eɪ k ə n d; awakened
ˌ ʌ n s ə t ɪ s f ˈ æ k t ə ɹ i; unsatisfactory
g ɹ ˈ aɪ n d; grind
s k ˈ uː t ə; scooter
b ˈ uː; boo
g ɹ əʊ t ˈ ɛ s k; grotesque
k ˌ æ ɹ ɪ ˈ əʊ k i; karaoke
g ɹ ˈ iː t; greet
m ˈ ɑː g əʊ; margot
h ˈ ʌ f; huff
l ˈ əʊ f; loaf
k ə n s ˈ aɪ s; concise
ə b ˈ aɪ d; abide
ˈ ɜː dʒ ə n s i; urgency
ˈ aɪ s i; icy
b l ˈ iː d; bleed
s t ˈ æ g; stag
s t ˈ ɑː f s; staffs
h ˈ ɛ l p l ɪ s; helpless
b ˈ ɛ t s; bets
p ɹ ˈ aʊ d l i; proudly
k ˈ aʊ n t ə f ɪ t; counterfeit
ˈ æ b ɪ ŋ d ə n; abingdon
f ˈ ʌ k ɪ ŋ; fucking
ˈ ɛ l ɪ v ˌ eɪ t; elevate
ˈ iː z i ɪ s t; easiest
ɪ n v ˈ əʊ k; invoke
θ ˈ iː s iː z; theses
s t ˈ æ t; stat
w ˈ ɪ g; wig
t ɹ ˈ æ k ə; tracker
f ˈ aɪ ə f ˌ ɒ k s; firefox
tʃ ˈ iː t ɪ d; cheated
w ˈ ɛ n z d i z; wednesdays
s k ˈ ɪ n i; skinny
t ˈ aɪ m ə; timer
g ˈ æ l əʊ z; gallows
ˌ ɪ n t j ʊ ˈ ɪ ʃ ə n; intuition
h ˈ aɪ s t; heist
ə f ˈ ɑː; afar
ˈ əʊ t s; oats
p l ə s ˈ iː b əʊ; placebo
m ˈ uː t; moot
k ˈ ɪ s t; kissed
m ˈ ɪ s t i; misty
ˈ æ l ə k ˌ eɪ t; allocate
s k ɹ ˈ uː z; screws
w ˈ iː v; weave
p ˈ ʊ d ɪ ŋ; pudding
s ˈ aɪ ɹ ə n z; sirens
ɹ aɪ n ˈ ɒ s ə ɹ ə s; rhinoceros
ˈ aɪ d; eyed
k ˈ æ l k j ʊ l ˌ eɪ t ə; calculator
d ˈ iː t ʊə; detour
h ˈ ɜː t s; hurts
h ˈ ʌ ɹ i; hurry
w ˈ aɪ p; wipe
p ˈ eɪ p ə w ˌ ɜː k; paperwork
w ˈ aɪ d ə n; widen
k ˈ ɒ m ɹ ˌ eɪ d; comrade
t ˈ iː z; teas tease tees
f ɪ n ˈ ɒ m ɪ n ə l; phenomenal
b ˈ ɪ s k ɪ t s; biscuits
ɑː t ˈ ɪ k j ʊ l ɪ t; articulate
s w ˈ ɑː z ɪ l æ n d; swaziland
p ˈ aʊ tʃ; pouch
ˌ ɪ n d ɪ s t ˈ ɪ ŋ k t; indistinct
s ˈ ʌ m d ˌ eɪ; someday
d ˈ ɛ k ə ɹ ˌ eɪ t ɪ ŋ; decorating
j ˈ uː t ə ɹ ə s; uterus
g ɹ ˈ æ d; grad
s l ˈ ɪ p ɪ ŋ; slipping
t ˈ aɪ p ɹ ˌ aɪ t ə; typewriter
ˌ æ b ə d ˈ iː n ʃ ə; aberdeenshire
t j ˈ uː l ɪ p; tulip
s t ˈ ɪ k ə z; stickers
d ɪ l ˈ ɪ ʃ ə s; delicious
s l ˈ aɪ s ɪ z; slices
b ˈ ɪ t ə n; bitten
k ə l ˈ ɛ k t ə b ə l; collectible
ʃ ɹ ˈ ɪ ŋ k; shrink
ɹ ɪ z j ˈ uː m z; resumes
g ˈ iː k; geek
t ˈ eɪ p ɪ ŋ; taping
d w ˈ ɛ l; dwell
b l ˈ ɜː; blur
s t ˈ ɑː v ɪ ŋ; starving
b ˈ ɪ s k ɪ t; biscuit
ə n ˈ ɔɪ ɪ ŋ; annoying
d ˈ ɪ n ə z; dinners
b ˈ aʊ n s ɪ ŋ; bouncing
k ˈ ɜː t ə n z; curtains
d ˈ ɒ g m ə; dogma
s w ˈ ʌ ŋ; swung
s ə v ˈ eɪ ə z; surveyors
d ˈ aɪ ə g n ˌ əʊ z; diagnose
b ɹ ˈ eɪ s l ɪ t; bracelet
s t ɹ ˈ eɪ n dʒ l i; strangely
f ˈ ɔɪ eɪ; foyer
ə l ˈ aʊ ə n s ɪ z; allowances
s t ˈ ʌ b ə n; stubborn
dʒ ˈ ʌ g; jug
s ʊ b ˈ ɑː ɹ uː; subaru
l ˈ ɛ dʒ; ledge
p ˈ æ p; pap
p ə t ˈ iː t; petite
p l ˈ aʊ; plough
k ˈ əʊ ʃ ə; kosher
ɪ n ˈ ɔː m ə s l i; enormously
w ˈ eɪ t ə; waiter
w ˈ aɪ d s k ɹ ˌ iː n; widescreen
ʌ n ɹ ˈ iː z n ə b ə l; unreasonable
s ˈ ɜː k j ʊ l ˌ eɪ t; circulate
dʒ ɜː m; germ
s t ˈ æ m ɪ n ə; stamina
ə k n ˈ ɒ l ɪ dʒ m ə n t; acknowledgement acknowledgment
dʒ ɜː m ˈ eɪ n; germain
s ˈ uː t k ˌ eɪ s; suitcase
l ˈ ɪ m b əʊ; limbo
s k ˈ uː p; scoop
ˌ ɪ m j uː n ˈ ɒ l ə dʒ i; immunology
ɪ n s t ɹ ˈ ʌ k t; instruct
b ˈ uː t i; booty
tʃ ˈ ɒ p; chop
ˈ æ g ə n i; agony
ɪ n f l ˈ ɪ k t; inflict
f l ˈ ɒ p; flop
m ˌ ɒ n s ˈ iː n j ə; monsignor
n ˈ ɛ s t ɪ d; nested
æ d v ˈ ɜː t; advert
h ˈ ɔː n t; haunt
ə ɹ ˈ uː b ə; aruba
g ˈ æ l ə n; gallon
l ˈ æ p t ˌ ɒ p s; laptops
b ˈ aɪ l; bile
n ˈ ɔː t i; naughty
ɹ ˈ ɑː z b ɹ i; raspberry
k ˈ æ t ə l ɒ g z; catalogs
t ɹ ˈ ɪ k i; tricky
ˌ æ s ə t ˈ eɪ n; ascertain
s ˈ ɛ n d ə; sender
f ɹ ˈ aɪ t n ɪ ŋ; frightening
d ɹ ˈ ɛ d; dread
s ˈ ɪ l; sill
t ˈ aɪ l d; tiled
w ˈ ʌ n d ə d; wondered
s ˈ ɪ l ə b ə s; syllabus
b ˈ ɪ d ə; bidder
s l ˈ ɛ d; sled
f ə b ˈ ɪ d; forbid
k ˈ ɒ ɹ ə l ˌ eɪ t; correlate
f ˈ ɪ k s ɪ z; fixes
θ ˈ ɜː s t; thirst
h ˈ ɪ p s; hips
ˌ ɪ n f ə m ˈ eɪ ʃ ə n ə l; informational
w ˈ eɪ v ɪ ŋ; waving
p ˈ eɪ ə b ə l; payable
s p ə g ˈ ɛ t i; spaghetti
k w ˈ ɛ l; quell
d ˈ əʊ s ɪ dʒ; dosage
s n ˈ ɛə; snare
ˈ æ l ə dʒ i; allergy
t j ˈ uː z d i z; tuesdays
d ˈ ɪ v; div
m ˈ ʌ l t ɪ p l aɪ; multiply
b l ˈ ɒ g ə z; bloggers
s p ˈ ɛ k; spec speck
p ˈ ɛ b ə l; pebble
w ɪ tʃ ˈ ɛ v ə; whichever
h ˈ ɒ s t ə l z; hostels
s t j ˈ uː; stew
m ˈ ɛ n j uː z; menus
b ˈ ɒ n d ɪ dʒ; bondage
g ɹ ɪ t; grit
n ˈ əʊ t ɪ f ˌ aɪ; notify
w ˈ ʌ n d ə ɹ ɪ ŋ; wondering
ʃ ˈ ɔː t ə n; shorten
m ˈ ɔɪ ɹ ə; moira
ɹ ˈ ɪə l t i; realty
s t ɹ ˈ aɪ d; stride
b ˈ ʌ n; bun
ˈ ɪ n d ɛ k s ɪ z; indexes
n ˈ əʊ t b ˌ ʊ k s; notebooks
s k ˈ ɪ d; skid
d ɹ ˈ aʊ n; drown
p ˈ ɛ s t ɪ s ˌ aɪ d; pesticide
s w ˈ ɒ l əʊ d; swallowed
p ɹ ə k l ˈ eɪ m; proclaim
t ˈ ɔː ɹ i z; tories
k ˌ ɒ m p l ɪ k ˈ eɪ ʃ ə n; complication
ˈ æ s t ə ɹ ɪ s k; asterisk
s ˈ æ n w ɪ tʃ ɪ z; sandwiches
p ˈ ɪ p; pip
d ɪ l ˈ aɪ t f ə l; delightful
l ˈ æ d ə z; ladders
h ˈ ɑː ɹ iː m; harem
s ˈ iː k ə; seeker
s t ɹ ˈ æ p s; straps
p ˈ ɜː m; perm
w ˈ eɪ s t ɪ ŋ; wasting
k ˈ aɪ n d l i; kindly
n j uː m ˈ ɛ ɹ ɪ k; numeric
s l ˈ ɪ d; slid
l əʊ k ˈ ɑː l; locale
əʊ b ˈ iː s; obese
d ɪ l ˈ iː t; delete
g ˈ ɑː n ɪ t; garnet
n ˈ ɪ l; nil
l ˈ aɪ t ɪ d; lighted
b ˈ eɪ z ɪə n; bayesian
v ˈ ɪ t ə m ɪ n z; vitamins
p ɹ ə dʒ ˈ ɛ k t ə z; projectors
ˈ ɪ d ɪə t; idiot
t ɪ l ˈ ɛ f ə n i; telephony
k l ˈ ɪə ɹ ə; clearer
f j ˈ uː g; fugue
g l ˈ ɑː n s; glance
w ˈ ɜː θ l ɪ s; worthless
t ɹ ˈ ɒ l; troll
m ˈ aɪ m; mime
ɹ ɪ v ˈ ɒ l v; revolve
p ˈ ɔɪ n j ə n t; poignant
ɹ ˈ ʌ b ɪ ʃ; rubbish
k ˈ æ v ə n; cavern
k w ˈ ɪ l; quill
d ˈ uː d; dude
tʃ ˈ iː t ə; cheetah chetah
g ˈ ʊə m ˌ eɪ; gourmet
ˈ ɪ n s ˌ ɛ s t; incest
p ˌ æ ɹ ə n ˈ ɔɪ ə; paranoia
w ˌ ɜː θ w ˈ aɪ l; worthwhile
l ˈ ɛ n d ə; lender
s l ˈ æ k; slack
s l ˈ uː; slew
ə b s t ɹ ˈ æ k t s; abstracts
f ˈ ɛ n d; fend
k ə n s ˈ iː v; conceive
h ˈ iː t ə; heater
l ˈ əʊ z; lows
n ˈ aɪ t l ˌ aɪ f; nightlife
ɪ n dʒ ˈ iː n j ə s; ingenious
b ɹ ˈ ɛ k s ɪ t; brexit
s p ˈ ɪ l d; spilled
d ɪ k t ˈ eɪ t; dictate
ɹ ɪ f ˈ aɪ n; refine
dʒ ˈ əʊ z i; josie
ʃ ˈ ɒ p ə z; shoppers
æ m f ˈ ɪ b ɪə n; amphibian
m ˈ ɛ s ə z; messrs
s t ˈ ɪ k ə; sticker
s t ˈ uː l; stool
k ɹ ˈ iː p; creep
l ˈ ɪ s p; lisp
k l ˈ ɛ f t; cleft
ˈ ɪ m p ʌ l s ɪ z; impulses
b ˈ aɪ ɒ p s i; biopsy
d ˈ ʌ l ɪ tʃ; dulwich
v ˈ əʊ l t; volt
l ˈ aʊ d l i; loudly
w ˈ iː z ə l; weasel
m ˈ æ n ɪ k; manic
ɹ ˈ ɪ t s; ritz
ə t ˈ æ tʃ m ə n t s; attachments
d ɪ v ˈ aɪ z; devise
k ˈ iː w i; kiwi
w ˈ eɪ v d; waved
ˈ ɒ k s ə n; oxen
ɪ ɹ ˈ əʊ d; erode
d ˈ ɔɪ tʃ; deutsch
h ˈ ʌ g; hug
m ˈ ɪ ŋ k; mink
k ə m ˈ iː l ɪə n; chameleon
d ˈ aɪ m; dime
d ˈ ɪ s k ˌ aʊ n t s; discounts
p ɹ ə n ˈ aʊ n s; pronounce
d ˈ ɛ b ɪ t; debit
ɒ s t ˈ ɪə; austere
s ˈ ɒ l t i; salty
ˌ ɪ n t ə ɹ ˈ eɪ ʃ ə l; interracial
h ˌ ɛ z ɪ t ˈ eɪ ʃ ə n; hesitation
ɹ ˈ iː m ɪ t; remit
ˌ æ d ɪ ɹ ˈ ɒ n d æ k; adirondack
θ ɹ ˈ aɪ s; thrice
k ˈ ɒ f; cough
d ɪ t ˈ ɛ ɹ ə n t; deterrent
t ɹ ˈ eɪ; tray
p ɹ iː ɹ ˈ ɛ k w ɪ z ɪ t; prerequisite
d ˈ eɪ k ɔː; decor
p ˈ ɛ ɹ ə l; peril
d ˈ æ g ə n ə m; dagenham
m ˈ ɑː v ə l ə s; marvellous marvelous
w ˈ ɪə ɹ i; weary
p ˌ æ n ə s ˈ ɒ n ɪ k; panasonic
ə d m ˈ aɪ ə; admire
l ˈ uː m; loom
p ˈ ʌ p; pup
w ˈ ɒ n d; wand
l ˈ ɑː g ə; lager
s ˈ iː m ə n; semen
s w ˈ ɛə ɹ ɪ ŋ; swearing
n ˈ eɪ; nay nee neigh
d ɪ g ɹ ˈ eɪ d; degrade
d w ˈ ɔː v z; dwarves
ɪ n l ˈ ɑː dʒ; enlarge
s p ˈ ɔː; spore
ɹ ˈ ɛ k ə n d; reckoned
b ɹ ˈ aɪ n; brine
m ˌ əʊ z ˈ ɪ l ə; mozilla
d aɪ ɹ ˈ ɛ k t ə ɹ i z; directories
ˌ ɔː l ɹ ˈ aɪ t; alright
k ɹ ˈ ʌ n tʃ; crunch
ˈ ɒ d l i; oddly
b ɹ ˈ ɑː; bra
w ˈ ɜː k m ə n; workman
ˈ ɛə ɹ i; airy
tʃ ˈ iː k s; cheeks
g ˈ ɒ θ; goth
m ˈ ɪ s tʃ ɪ f; mischief
m ˈ eɪ n f ɹ ˌ eɪ m; mainframe
p əʊ s t p ˈ əʊ n; postpone
f ˈ ɜː ð ɪ s t; furthest
l ˈ æ p s; lapse
h ˈ ʌ s k i; husky
d ɪ s k ɹ ˈ ɪ m ɪ n ˌ eɪ t; discriminate
ʃ ˈ ʌ n; shun
b ɪ g ˈ ɪ n ə z; beginners
k ˈ aɪ æ k; kayak
w ˈ ɔː l p ˌ eɪ p ə; wallpaper
v ˈ eɪ g l i; vaguely
w ˈ əʊ k ɪ ŋ; woking
l ˈ ɔː n ə; lorna
m ˈ əʊ t ɪ v ˌ eɪ t; motivate
s ˈ ɪ z ə z; scissors
p ˈ æ ŋ; pang
p ɹ ɪ ɹ ˈ ɒ g ə t ɪ v; prerogative
p ɹ ˈ ɛ f ɹ ə b l i; preferably
f ˈ ɔː m j ʊ l i; formulae
ɪ ɹ ˈ eɪ z; erase
ɔː l m ˈ aɪ t i; almighty
ə m ˈ eɪ z d; amazed
ɹ ɪ p ˈ eɪ d; repaid
ɹ ɪ p ˈ eɪ m ə n t; repayment
p ɹ ˈ iː m ɪə m z; premiums
k ə n v ˈ eɪ ə; conveyor
k ə m p ˈ ɛ l; compel
d ˈ iː k ɔɪ; decoy
ɪ t ˈ æ l ɪ k; italic
k ə p ɹ ˈ iː; capri
ɹ ɪ f ɹ ˈ ɪ dʒ ə ɹ ˌ eɪ t ə; refrigerator
m ˈ aɪ l ɪ dʒ; mileage
f ə g ˈ ɛ t ɪ ŋ; forgetting
m ˈ ʌ s k; musk
ˈ æ n t ɪ d ˌ əʊ t; antidote
h ˈ ɔɪ s t ɪ d; hoisted
w ˈ ɔː m l i; warmly
ɹ ˈ əʊ s t; roast
dʒ ˈ aɪ v; jive
h ˈ ɑː θ; hearth
t ˈ ʌ b; tub
b ɪ t ɹ ˈ eɪ; betray
m ˈ æ l ɪ s; malice
s ə l ˈ ɪ s ɪ t ə z; solicitors
s ɑː k ˈ æ s t ˈ ɪ k; sarcastic
l ˈ ʌ m p; lump
w ˈ əʊ k; woke
ˈ æ d ə m ə n t; adamant
n j ˈ uː t; newt
l ˈ ɪ m ə z ˌ iː n; limousine
tʃ ˈ ʌ ŋ k; chunk
dʒ ˈ ɪ p s i z; gypsies
k iː ˈ ɒ s k; kiosk
w ˈ uː m; womb
h ˈ æ k ə z; hackers
l ˈ eɪ m; lame
k ˈ æ l ə ɹ i z; calories
d ˈ ʌ ŋ k; dunk
g ɹ ˈ ɑː f t; graft
b ˈ ɑː b i; barbie
k ə p ˈ ɪ l ə ɹ i; capillary
ˈ ɒ n ɪ s t l i; honestly
s n ˈ æ tʃ; snatch
ʃ ˈ aʊ t s; shouts
l ˈ ɜː n ə; learner
l ˈ ɒ ɹ i; lorry
l ˈ eɪ b ə ɹ ə; labourer
t ˈ ɛ m p l eɪ t s; templates
v ˈ æ l eɪ; valet
h ˈ ʌ s ə l; hustle
t ˈ ɜː k w ɔɪ z; turquoise
s l ˈ æ p; slap
k ɹ ˈ eɪ z; craze
k l ˈ əʊ ð d; clothed
k l ˈ æ m p; clamp
g l ˈ ɒ s; gloss
dʒ ˈ ɜː k; jerk
h ˈ ɑː d ə n; harden
h ˈ ɜː t ɪ ŋ; hurting
m ˈ ɪ l ɪ m ˌ iː t ə z; millimetres
ɹ ˈ uː t ə; router
s t ˈ ɪ tʃ ɪ z; stitches
l ˈ ɑː f t; laughed
ɹ ˌ ɛ k ə l ˈ ɛ k ʃ ə n; recollection
p ˈ ɛ n d ə n t; pendant
b ɹ ˈ aʊ z ɪ ŋ; browsing
k ˈ ɜː l; curl
ɹ ə k ˈ uː n; raccoon
w ˈ ɒ l ɪ t; wallet
f ˈ əʊ l d ə; folder
b l ˈ aɪ t; blight
ʃ ˈ iː k; chic
k ˈ æ ɹ ə t; carrot
s ə b s k ɹ ˈ aɪ b; subscribe
k w ˈ ɑː k; quark
tʃ ˈ ɑː dʒ ə; charger
k ˌ ɒ n t ɹ ə d ˈ ɪ k t; contradict
k ˌ ɒ n f ɪ d ɛ n ʃ ɪ ˈ æ l ɪ t i; confidentiality
h ˈ eɪ s t i; hasty
s ˈ əʊ n; sewn sown
s t ˈ eɪ v; stave
ˈ əʊ p ə l; opal
g ˈ æ ɹ ɑː ʒ ɪ z; garages
k w ˈ eɪ l; quail
m ə n ˈ uː v ə; maneuvre manoeuvre
s t ˈ aɪ l ə s; stylus
ˈ ɔː d ɪ t ə z; auditors
ɪ n v ˈ ɛ n t; invent
d ˈ ɛ m ə n s t ɹ ˌ eɪ t ə; demonstrator
tʃ ˈ ɔː z; chores
s p ˈ eɪ d; spade
ə f ˈ ɜː m; affirm
s ˈ ʌ k; suck
s ˈ ʌ k ə; sucker
ˈ ɪə ɹ i; eerie
ɪ n t ˈ ɪ m ɪ d ˌ eɪ t; intimidate
b ˈ əʊ s t; boast
f ˈ æ k s; faqs fax
tʃ ˈ ɪə ɹ ɪ ŋ; cheering
s t j ˈ ʊə d z; stewards
ˈ eɪ s ə; acer
θ ˈ ɜː t i z; thirties
ɪ s ˈ ɛ n ʃ ə l z; essentials
æ n t ˈ ɪ s ɪ p ˌ eɪ t; anticipate
p ˈ æ t ɪ ˌ əʊ; patio
h ˈ ɛ d f ˌ əʊ n z; headphones
h ə ɹ ˈ æ s; harass
ˈ əʊ v ə t ˌ eɪ k; overtake
s t ɹ ˈ ʌ ŋ; strung
f l ˈ æ k; flak
t ɹ ˈ æ m p; tramp
θ ˈ ʌ g; thug
d aɪ s ˈ ɛ k ʃ ə n; dissection
d aɪ l ˈ uː t ɪ d; diluted
d ɪ s t ˈ ɜː b; disturb
ə ɹ ˈ əʊ m ə; aroma
b ˈ ʌ l k i; bulky
f ˈ ɑː ð ɪ s t; farthest
ɪ l æ s t ˈ ɪ s ɪ t i; elasticity
ɹ ˈ ʌ g z; rugs
b j ˈ ʊə ɹ əʊ z; bureaus bureaux
k ɹ ˈ ɛ d ɪ t ə; creditor
ɪ n f ˈ ɜː; infer
t ˈ iː l; teal
d ɪ s k ˈ ɑː d; discard
ˈ eɪ; eh
m ˈ ʌ m; mum
w ˈ ɜː k ˌ aʊ t; workout
ɹ ɪ d ˈ iː m; redeem
ʌ n d j ˈ uː; undue
n ˈ aɪ s l i; nicely
b ˈ ɛ d ɪ ŋ; bedding
l ˈ ʌ k ɪ l i; luckily
k ˈ æ f ɪ ˌ iː n; caffeine
d ˈ aɪ n; dine
k ˈ ʊ ʃ ə n; cushion
d ɪ s ˈ eɪ b ə l; disable
l ˈ iː tʃ; leech
f ə n ˈ æ t ɪ k; fanatic
p ˈ əʊ s t ɪ ŋ z; postings
n ˈ əʊ m æ d; nomad
b ˈ æ n b ə ɹ i; banbury
s ˈ aɪ l ə n t l i; silently
ɹ ˈ ɪ b d; ribbed
s ˈ æ t ɪ n; satin
s ˈ ʌ n g l ˌ ɑː s ɪ z; sunglasses
l ˈ ɪ m p; limp
ə n ˈ ɔɪ ə n s; annoyance
f ˈ aɪ n d ə; finder
m ˈ æ k s ɪ m ə; maxima
b ˈ ɒ ð ə d; bothered
w ˈ aɪ f aɪ; wifi
p ˈ eɪ v; pave
g ˈ uː f i; goofy
s ˈ ɪ g; sig
s p ˈ ɔɪ l; spoil
p ˈ ɔɪ n t l ɪ s; pointless
t ˈ iː d ɪə s; tedious
b ˈ ʌ k ə l; buckle
g l ˈ ɒ s ə ɹ i; glossary
b ˈ ɒ ð ə; bother
p l ˈ ɛ θ ə ɹ ə; plethora
p l ˈ ʌ n dʒ; plunge
k ˈ ɒ p iː ɹ ˌ aɪ t s; copyrights
s k ˈ æ t ə; scatter
s ˈ əʊ m ə; soma
k l ˈ æ m; clam
b ˈ ɛ ɹ eɪ; beret
h ˈ ɪ n dʒ; hinge
f l ˈ iː s; fleece
s k ˈ ɑː f; scarf
k ə k ˈ uː n; cocoon
h ɪ t ˈ ɑː tʃ i; hitachi
l ˈ ɛ s t; lest
v ˈ ɛ t; vet
s ˈ ɪ l k i; silky
ɹ uː l ˈ ɛ t; roulette
k ə n s ˈ iː d; concede
ˈ eɪ t s; eights
s l ˈ ɛ dʒ; sledge
m ˈ ɛ l ə n; melon
ɹ ˈ əʊ t ə; rota
d aɪ d; dyed
p ˈ ɪ m p; pimp
ɹ ˌ æ ʃ ə n ˈ æ l ɪ t i; rationality
t ˈ ɛ m p t ɪ d; tempted
l ˈ uː n ə t ˌ ɪ k; lunatic
p ˈ aɪ z; pies
g ɹ ˈ uː s ə m; gruesome
b ˈ ɑː b; barb
f ə g ˈ ɪ v ə n; forgiven
m j ˈ uː t ɪ d; muted
v ˈ ɪ s ə ɹ ə l; visceral
b ˈ eɪ n; bane
j ˈ ɛ l; yell
ɹ ˈ æ ʃ ə n; ration
b ˈ ɜː n ə; burner
j ˈ ɛ l ɪ ŋ; yelling
ˌ eɪ m ˈ ɛ n; amen
k ˈ ɑː v z; calves
ɪ n v ə k ˈ eɪ ʃ ə n; invocation
ˈ ɪ n b ˌ aʊ n d; inbound
k ɹ ˈ æ g; crag
h ˈ ɪ tʃ; hitch
g ˈ aɪ d l ˌ aɪ n; guideline
ˈ ɛ n v ə l ˌ əʊ p s; envelopes
ɹ ˈ iː b ˌ eɪ t; rebate
ʌ n t ɹ ˈ uː; untrue
p ɹ ˈ iː ʃ t ɪ n ə; pristina
s t ˈ eɪ ʃ ə n ə ɹ i; stationery
t ˈ æ ɹ əʊ; tarot
ɹ ˈ uː s t; roost
k ˈ ɒ s; cos
g ˈ ʌ t s; guts
k j ˈ ʊə ɹ ɪə s l i; curiously
j ˈ æ p; yap
w ˈ ɪ s l ɪ ŋ; whistling
g ɹ ˈ æ n i; granny
p ˈ ɒ p k ˌ ɔː n; popcorn
ˈ æ b s t ɪ n ə n s; abstinence
dʒ ˈ æ g ɪ d; jagged
p ˈ ɜː tʃ ɪ s ə; purchaser
s ˈ ɪ p; sip
f ˈ ɑː m ə s i z; pharmacies
b ˈ iː d; bead
ə n j ˈ uː; anew
h ˈ əʊ m w ˌ ɜː k; homework
ə w ˈ eɪ k ə n; awaken
b l ˈ uː m ɪ ŋ; blooming
d ɹ ˈ ɛ d f ə l; dreadful
ʌ n l ˈ ʌ k i; unlucky
b ɹ ˈ iː f s; briefs
l ˈ ɒ n ʒ ə ɹ i; lingerie
v eɪ k ˈ eɪ ʃ ə n z; vacations
d ɪ s p l ˈ eɪ s; displace
s ɪ k j ˈ ʊə l i; securely
n ˈ əʊ w ʌ n; no-one
ˌ æ s ɪ m t ˈ ɒ t ɪ k; asymptotic
ˈ ɛ n ɪ t ˌ aɪ m; anytime
t ˈ uː l k ɪ t; toolkit
b ɹ ˈ eɪ d; braid
b ɹ ˈ uː t; brute
s k w ˈ ɒ t; squat
t ˈ ɛ ɹ ɪ b l i; terribly
ɹ ˈ æ k ɪ t; racket
b ˈ ʌ t s; butts
m ˈ eɪ l d; mailed
h ˈ ɒ k; hough
d ˈ ɪ g ə; digger
ɹ ˈ iː t ˌ eɪ l ɪ ŋ; retailing
d ˈ əʊ p; dope
ʃ ɹ ˈ ʌ ŋ k; shrunk
θ ɹ ˈ ʌ ʃ; thrush
ɹ ɪ s t ɹ ˈ eɪ n; restrain
ə s p ˈ aɪ ə; aspire
θ ˈ ɔː; thaw
b ˈ ʌ g i; buggy
k ɹ ˈ iː p i; creepy
d ˌ aɪ ə g n ˈ əʊ s iː z; diagnoses
ɪ n h ˈ æ b ɪ t ə n t; inhabitant
p ɹ ˌ ɒ v ə k ˈ eɪ ʃ ə n; provocation
b ˈ aɪ ɒ s; bios
f ˈ ɑː s ə n d; fastened
t j uː t ˈ ɔː ɹ ɪə l; tutorial
d æ l m ˈ eɪ ʃ ə n; dalmatian
s m ˈ ɪə; smear
ə p ˈ ɔː l d; appalled
b ɹ ˈ eɪ s l ɪ t s; bracelets
w ˈ ɪ s p ə; whisper
s t ɹ ˈ ʌ t; strut
s ˈ eɪ n; sane
j ʊ ɹ ˈ eɪ n ə s; uranus
b ɪ s ˈ ɛ t; beset
g l ˈ eɪ z; glaze
n ˈ iː t l i; neatly
b ˈ əʊ z; beaux
b ˈ ɛ n z; benz
d ˈ ɛ t ə; debtor
b ɹ ˈ ʌ n t; brunt
g ɹ ˈ iː t ɪ ŋ z; greetings
s t ˌ əʊ k ɒ n t ɹ ˈ ɛ n t; stoke-on-trent
ʃ ˈ ɪ l ɪ ŋ; shilling
h ˈ əʊ n; hone
f ˈ æ d; fad
t ˈ eɪ p ə; taper
k l ˈ ɪ k ɪ ŋ; clicking
p ɹ ɪ s ˈ iː d; precede
l ˈ uː ɪ ʃ ə m; lewisham
h ˈ ʌ ʃ; hush
ə n ˈ ɒ m ə l ə s; anomalous
ɪ v ˈ ɒ l v z; evolves
ʃ ˈ ʌ v ə l; shovel
ɹ ˈ iː f ˌ ʌ n d; refund
f ˈ eɪ s ɪ t; facet
ɹ ˈ ʌ b ɪ ŋ; rubbing
ˈ æ n ɪ k d ˌ əʊ t; anecdote
g ˈ æ dʒ ɪ t s; gadgets
b ˈ ʌ f ɪ t; buffet
w ˈ ɔː v z; wharves
k ˈ æ d b ə ɹ i; cadbury
k əʊ ˈ ɜː s t; coerced
s p ɪ s ˈ ɪ f ɪ k s; specifics
p ˈ ɑː s w ˌ ɜː d z; passwords
s ˈ ɒ k; sock
s ˈ ɪ n ə dʒ i; synergy
ˌ ʌ n d ɪ f ˈ aɪ n d; undefined
s k ˈ æ n ə z; scanners
v ˈ æ n ɪ ʃ; vanish
t ˈ ɒ ɹ ə n t; torrent
dʒ ˈ ɛ n t; gent
ˌ ʌ n b ə l ˈ iː v ə b ə l; unbelievable
s t ˈ ɛə ɹ ɪ ŋ; staring
s k ˈ æ l p; scalp
ˌ ʌ n d ə s t ˈ æ n d ə b ə l; understandable
m ˈ æ t ɹ ɪ s; mattress
p ɹ ˈ ɒ p ə g ˌ eɪ t ɪ ŋ; propagating
w ˈ ɪ n tʃ; winch
ɹ ˈ æ t ə l; rattle
dʒ ˈ ɪ g s ˌ ɔː; jigsaw
d ˈ aʊ n l ˌ əʊ d ɪ ŋ; downloading
w ˈ eɪ dʒ ə; wager
ɪ m p ˈ ɑː t; impart
b ɹ ˈ aɪ d ə l; bridal
b ˈ eɪ ʒ; beige
f ˈ ɜː n ɪ ʃ; furnish
p ˈ əʊ s k ˌ ɑː d; postcard
v ˈ ɪə; veer
k ˈ ɑː v; carve
